34025,643615,"34021,34023,34029,34005"
34035,345361,"34039,34019,34021,34027,34023"
34029,637229,"34025,34001,34005"
34015,302294,"34011,34033,34001,34007"
34011,154152,"34033,34015,34001,34009"
34027,509285,"34039,34013,34041,34019,34037,34035,34031"
34013,863728,"34039,34003,34017,34027,34031"
34003,955732,"34013,34017,34031"
34041,109632,"34019,34037,34027"
34031,524118,"34013,34003,34037,34027"
34033,64837,"34011,34015"
34019,128947,"34041,34021,34027,34035"
34001,274534,"34011,34029,34015,34007,34009,34005"
34021,387340,"34019,34035,34025,34023,34005"
34037,144221,"34041,34027,34031"
34007,523485,"34015,34001,34005"
34039,575345,"34013,34017,34027,34035,34023"
34009,95263,"34011,34001"
34005,461860,"34021,34025,34029,34001,34007"
34023,863162,"34039,34021,34035,34025"
34017,724854,"34039,34013,34003"
